sample	cross	chrom	tract_start_min	tract_start_mid	tract_start_max	tract_stop_min	tract_stop_mid	tract_stop_max	tract_length_min	tract_length_mid	tract_length_max	tract_support	tract_is_complex	tract_blocks	co_pos_mid	co_pos_min	co_pos_max	co_pos_range	tract_type
C13/PG0054-C/ERR019062	3d7_hb3	b'Pf3D7_09_v3'	708920	709237	709554	712138	712421	712705	2584	3184	3785	2	True	2	710812	708920	712705	3785	CO
C13/PG0054-C/ERR019062	3d7_hb3	b'Pf3D7_13_v3'	501252	503420	505589	506144	506788	507432	555	3368	6180	3	False	1					NCO
C13/PG0054-C/ERR019062	3d7_hb3	b'Pf3D7_13_v3'	1590397	1591060	1591724	1592063	1592803	1593544	339	1743	3147	2	False	1					NCO
C13/PG0054-C/ERR019062	3d7_hb3	b'Pf3D7_14_v3'	1170067	1170434	1170802	1171730	1172754	1173778	928	2320	3711	2	False	1					NCO
C13/PG0054-C/ERR019062	3d7_hb3	b'Pf3D7_14_v3'	2284878	2287093	2289309	2290684	2291717	2292750	1375	4624	7872	3	True	2	2288814	2284878	2292750	7872	CO
C14/PG0060-C/ERR019058	3d7_hb3	b'Pf3D7_05_v3'	561831	561859	561888	565113	565392	565671	3225	3533	3840	6	True	2	563751	561831	565671	3840	CO
C14/PG0060-C/ERR019058	3d7_hb3	b'Pf3D7_09_v3'	890989	891080	891172	891602	892231	892861	430	1151	1872	2	True	2	891925	890989	892861	1872	CO
C14/PG0060-C/ERR019058	3d7_hb3	b'Pf3D7_10_v3'	416910	416925	416940	418822	418922	419022	1882	1997	2112	7	False	1					NCO
C14/PG0060-C/ERR019058	3d7_hb3	b'Pf3D7_11_v3'	1350286	1350426	1350567	1350979	1352843	1354707	412	2417	4421	2	True	2	1352496	1350286	1354707	4421	CO
C14/PG0060-C/ERR019058	3d7_hb3	b'Pf3D7_13_v3'	808834	809018	809203	810017	811165	812314	814	2147	3480	3	False	1					NCO
C14/PG0060-C/ERR019058	3d7_hb3	b'Pf3D7_13_v3'	2023184	2024096	2025009	2025261	2025982	2026704	252	1886	3520	2	True	2	2024944	2023184	2026704	3520	CO
C15/PG0057-C/ERR019069	3d7_hb3	b'Pf3D7_05_v3'	1088389	1089167	1089946	1090555	1091258	1091962	609	2091	3573	3	False	1					NCO
C15/PG0057-C/ERR019069	3d7_hb3	b'Pf3D7_13_v3'	1066804	1067321	1067838	1069284	1069578	1069873	1446	2257	3069	5	True	2	1068338	1066804	1069873	3069	CO
C15/PG0057-C/ERR019069	3d7_hb3	b'Pf3D7_14_v3'	1804203	1804811	1805420	1806673	1806838	1807003	1253	2027	2800	4	True	2	1805603	1804203	1807003	2800	CO
CH3_116/PG0032-Cx/ERR037703	hb3_dd2	b'Pf3D7_02_v3'	223017	223203	223389	224705	225087	225470	1316	1884	2453	2	True	2	224243	223017	225470	2453	CO
CH3_116/PG0032-Cx/ERR037703	hb3_dd2	b'Pf3D7_06_v3'	1012526	1012721	1012916	1015159	1015328	1015498	2243	2607	2972	6	True	2	1014012	1012526	1015498	2972	CO
CH3_116/PG0032-Cx/ERR037703	hb3_dd2	b'Pf3D7_08_v3'	181107	181645	182184	182361	183530	184699	177	1885	3592	2	False	1					NCO
CH3_116/PG0032-Cx/ERR037703	hb3_dd2	b'Pf3D7_13_v3'	418736	419092	419448	424123	424447	424771	4675	5355	6035	11	True	3					NCO
CH3_61/PG0033-Cx/ERR175544	hb3_dd2	b'Pf3D7_01_v3'	533434	533518	533603	533875	533890	533905	272	372	471	6	True	3					NCO
CH3_61/PG0033-Cx/ERR175544	hb3_dd2	b'Pf3D7_01_v3'	545016	548497	551979	562515	562824	563133	10536	14327	18117	14	True	3					NCO
CH3_61/PG0033-Cx/ERR175544	hb3_dd2	b'Pf3D7_02_v3'	410583	410856	411129	412957	413066	413175	1828	2210	2592	3	False	1					NCO
CH3_61/PG0033-Cx/ERR175544	hb3_dd2	b'Pf3D7_05_v3'	888577	929916	971256	977054	977747	978441	5798	47831	89864	7	True	2	933509	888577	978441	89864	CO
CH3_61/PG0033-Cx/ERR175544	hb3_dd2	b'Pf3D7_11_v3'	1598756	1599582	1600408	1603130	1603400	1603670	2722	3818	4914	9	True	4	1601213	1598756	1603670	4914	CO
CH3_61/PG0033-Cx/ERR175544	hb3_dd2	b'Pf3D7_12_v3'	1413378	1413700	1414023	1415844	1416467	1417090	1821	2767	3712	7	False	1					NCO
CH3_61/PG0033-Cx/ERR175544	hb3_dd2	b'Pf3D7_12_v3'	1894111	1894343	1894576	1902979	1903853	1904728	8403	9510	10617	15	True	2	1899419	1894111	1904728	10617	CO
CH3_61/PG0033-Cx/ERR175544	hb3_dd2	b'Pf3D7_13_v3'	1397513	1397843	1398174	1398697	1399517	1400338	523	1674	2825	2	False	1					NCO
CH3_61/PG0033-Cx/ERR175544	hb3_dd2	b'Pf3D7_14_v3'	1712392	1712745	1713099	1714258	1714706	1715154	1159	1961	2762	2	False	1					NCO
D43/PG0029-Cx/ERR107474	hb3_dd2	b'Pf3D7_08_v3'	372816	374179	375542	376648	376905	377163	1106	2726	4347	3	False	1					NCO
D43/PG0029-Cx/ERR107474	hb3_dd2	b'Pf3D7_09_v3'	756712	757009	757307	760160	760465	760771	2853	3456	4059	3	False	1					NCO
D43/PG0029-Cx/ERR107474	hb3_dd2	b'Pf3D7_10_v3'	190373	191336	192300	192492	192915	193339	192	1579	2966	2	False	1					NCO
D43/PG0029-Cx/ERR107474	hb3_dd2	b'Pf3D7_10_v3'	396467	397245	398024	402252	402855	403458	4228	5610	6991	8	True	2	399962	396467	403458	6991	CO
D43/PG0029-Cx/ERR107474	hb3_dd2	b'Pf3D7_10_v3'	1205851	1206216	1206581	1207808	1209423	1211038	1227	3207	5187	4	True	2	1208444	1205851	1211038	5187	CO
D43/PG0029-Cx/ERR107474	hb3_dd2	b'Pf3D7_11_v3'	942556	943512	944469	944734	945239	945745	265	1727	3189	3	False	1					NCO
D43/PG0029-Cx/ERR107474	hb3_dd2	b'Pf3D7_13_v3'	2420429	2421597	2422766	2423607	2424537	2425467	841	2940	5038	3	False	1					NCO
DAN/PG0098-C/ERR027110	7g8_gb4	b'Pf3D7_01_v3'	323279	323549	323820	324123	325229	326336	303	1680	3057	3	False	1					NCO
DAN/PG0098-C/ERR027110	7g8_gb4	b'Pf3D7_06_v3'	512586	512932	513278	520376	521765	523154	7098	8833	10568	16	True	2	517870	512586	523154	10568	CO
DAN/PG0098-C/ERR027110	7g8_gb4	b'Pf3D7_09_v3'	1145280	1146112	1146944	1148976	1150042	1151108	2032	3930	5828	8	False	1					NCO
DEV/PG0081-CW/ERR045633	7g8_gb4	b'Pf3D7_01_v3'	418841	419431	420022	420268	420714	421160	246	1283	2319	3	False	1					NCO
DEV/PG0081-CW/ERR045633	7g8_gb4	b'Pf3D7_06_v3'	474889	478929	482969	489055	490275	491495	6086	11346	16606	5	True	3					NCO
DEV/PG0081-CW/ERR045633	7g8_gb4	b'Pf3D7_08_v3'	1350501	1350630	1350760	1359178	1359678	1360178	8418	9048	9677	17	False	1					NCO
DEV/PG0081-CW/ERR045633	7g8_gb4	b'Pf3D7_09_v3'	593413	594139	594866	598983	598992	599001	4117	4853	5588	14	True	2	596207	593413	599001	5588	CO
DEV/PG0081-CW/ERR045633	7g8_gb4	b'Pf3D7_10_v3'	199324	200061	200799	202179	202721	203264	1380	2660	3940	3	False	1					NCO
DEV/PG0081-CW/ERR045633	7g8_gb4	b'Pf3D7_14_v3'	1024735	1025272	1025809	1026520	1026902	1027284	711	1630	2549	4	True	2	1026009	1024735	1027284	2549	CO
GC03/PG0021-C/ERR015447	hb3_dd2	b'Pf3D7_06_v3'	769999	770329	770659	781641	781876	782111	10982	11547	12112	14	True	3					NCO
GC03/PG0021-C/ERR015447	hb3_dd2	b'Pf3D7_09_v3'	507502	507833	508165	508510	509040	509571	345	1207	2069	2	False	1					NCO
GC03/PG0021-C/ERR015447	hb3_dd2	b'Pf3D7_11_v3'	1152273	1153260	1154248	1155596	1155688	1155780	1348	2428	3507	4	True	2	1154026	1152273	1155780	3507	CO
GC03/PG0021-C/ERR015447	hb3_dd2	b'Pf3D7_12_v3'	146596	146851	147107	149535	149915	150296	2428	3064	3700	7	True	3					NCO
GC03/PG0021-C/ERR015447	hb3_dd2	b'Pf3D7_13_v3'	2176110	2176449	2176789	2177589	2177863	2178137	800	1414	2027	3	False	1					NCO
GC03/PG0021-C/ERR015447	hb3_dd2	b'Pf3D7_14_v3'	151132	151931	152730	153348	153924	154500	618	1993	3368	3	False	1					NCO
GC06/PG0028-C/ERR015456	hb3_dd2	b'Pf3D7_01_v3'	175754	175854	175955	176899	177127	177355	944	1273	1601	4	False	1					NCO
GC06/PG0028-C/ERR015456	hb3_dd2	b'Pf3D7_04_v3'	320903	321496	322090	327524	327749	327974	5434	6253	7071	5	True	2	324438	320903	327974	7071	CO
GC06/PG0028-C/ERR015456	hb3_dd2	b'Pf3D7_07_v3'	360687	360907	361128	361356	363406	365456	228	2499	4769	2	False	1					NCO
GC06/PG0028-C/ERR015456	hb3_dd2	b'Pf3D7_10_v3'	1045029	1045154	1045279	1046003	1046427	1046851	724	1273	1822	4	False	1					NCO
GC06/PG0028-C/ERR015456	hb3_dd2	b'Pf3D7_12_v3'	2022238	2022513	2022789	2023639	2024047	2024455	850	1534	2217	2	False	1					NCO
GC06/PG0028-C/ERR015456	hb3_dd2	b'Pf3D7_14_v3'	1011199	1011645	1012091	1013792	1014094	1014396	1701	2449	3197	6	False	1					NCO
JB12/PG0099-C/ERR029146	7g8_gb4	b'Pf3D7_03_v3'	297048	297456	297864	298500	298841	299182	636	1385	2134	5	True	4	298115	297048	299182	2134	CO
JB12/PG0099-C/ERR029146	7g8_gb4	b'Pf3D7_07_v3'	1131470	1133413	1135356	1140399	1141339	1142279	5043	7926	10809	6	True	2	1136874	1131470	1142279	10809	CO
JB12/PG0099-C/ERR029146	7g8_gb4	b'Pf3D7_12_v3'	1155237	1155686	1156135	1156795	1157156	1157518	660	1470	2281	2	False	1					NCO
JB12/PG0099-C/ERR029146	7g8_gb4	b'Pf3D7_14_v3'	253451	255187	256923	258222	258581	258941	1299	3394	5490	3	False	1					NCO
JB12/PG0099-C/ERR029146	7g8_gb4	b'Pf3D7_14_v3'	899141	900118	901095	901969	902885	903801	874	2767	4660	6	False	1					NCO
JB8/PG0087-C/ERR029091	7g8_gb4	b'Pf3D7_04_v3'	815813	817545	819277	819579	820351	821124	302	2806	5311	2	False	1					NCO
JB8/PG0087-C/ERR029091	7g8_gb4	b'Pf3D7_09_v3'	775224	775273	775323	778587	778764	778941	3264	3491	3717	6	True	3					NCO
JC3/PG0077-CW/ERR045636	7g8_gb4	b'Pf3D7_06_v3'	636206	636295	636384	637100	637638	638176	716	1343	1970	2	False	1					NCO
JC3/PG0077-CW/ERR045636	7g8_gb4	b'Pf3D7_07_v3'	1095045	1095187	1095329	1100077	1101450	1102824	4748	6263	7779	9	True	4	1098934	1095045	1102824	7779	CO
JC3/PG0077-CW/ERR045636	7g8_gb4	b'Pf3D7_08_v3'	1207822	1208720	1209619	1228966	1229286	1229606	19347	20566	21784	42	True	10	1218714	1207822	1229606	21784	CO
JC3/PG0077-CW/ERR045636	7g8_gb4	b'Pf3D7_12_v3'	1849614	1850500	1851387	1852719	1853322	1853925	1332	2822	4311	5	False	1					NCO
JC3/PG0077-CW/ERR045636	7g8_gb4	b'Pf3D7_13_v3'	1974891	1975422	1975953	1976252	1976351	1976450	299	929	1559	3	False	1					NCO
JC9/PG0111-CW/ERR045634	7g8_gb4	b'Pf3D7_07_v3'	916307	916798	917289	918738	919383	920029	1449	2585	3722	7	False	1					NCO
JC9/PG0111-CW/ERR045634	7g8_gb4	b'Pf3D7_09_v3'	707723	707788	707853	713455	714275	715095	5602	6487	7372	8	False	1					NCO
JC9/PG0111-CW/ERR045634	7g8_gb4	b'Pf3D7_10_v3'	789780	790265	790750	793447	793972	794497	2697	3707	4717	5	False	1					NCO
JC9/PG0111-CW/ERR045634	7g8_gb4	b'Pf3D7_11_v3'	1764096	1765657	1767219	1773675	1773798	1773921	6456	8141	9825	11	True	3					NCO
JC9/PG0111-CW/ERR045634	7g8_gb4	b'Pf3D7_14_v3'	3217416	3218351	3219287	3220105	3220411	3220718	818	2060	3302	3	False	1					NCO
JE11/PG0100-C/ERR029404	7g8_gb4	b'Pf3D7_02_v3'	835080	835719	836358	838809	838810	838812	2451	3091	3732	7	False	1					NCO
JE11/PG0100-C/ERR029404	7g8_gb4	b'Pf3D7_03_v3'	844878	846423	847968	848519	849513	850507	551	3090	5629	3	False	1					NCO
JE11/PG0100-C/ERR029404	7g8_gb4	b'Pf3D7_04_v3'	1007990	1009607	1011225	1011772	1012190	1012608	547	2583	4618	2	False	1					NCO
JE11/PG0100-C/ERR029404	7g8_gb4	b'Pf3D7_05_v3'	278718	279252	279786	289918	290372	290826	10132	11120	12108	23	True	4	284772	278718	290826	12108	CO
JF6/PG0079-C/ERR027102	7g8_gb4	b'Pf3D7_08_v3'	194529	194765	195001	196492	196916	197340	1491	2151	2811	6	True	2	195934	194529	197340	2811	CO
JF6/PG0079-C/ERR027102	7g8_gb4	b'Pf3D7_10_v3'	419022	419706	420390	421469	421772	422076	1079	2066	3054	2	False	1					NCO
JF6/PG0079-C/ERR027102	7g8_gb4	b'Pf3D7_10_v3'	759594	760105	760617	760734	761229	761725	117	1124	2131	3	False	1					NCO
JF6/PG0079-C/ERR027102	7g8_gb4	b'Pf3D7_11_v3'	1685640	1686586	1687533	1713449	1713727	1714005	25916	27141	28365	40	True	7					NCO
JF6/PG0079-C/ERR027102	7g8_gb4	b'Pf3D7_11_v3'	1726074	1726125	1726177	1746099	1747010	1747922	19922	20885	21848	42	True	11					NCO
JF6/PG0079-C/ERR027102	7g8_gb4	b'Pf3D7_12_v3'	1995167	1995648	1996130	1996883	1997649	1998415	753	2001	3248	4	False	1					NCO
JF6/PG0079-C/ERR027102	7g8_gb4	b'Pf3D7_12_v3'	2154476	2155361	2156247	2158997	2160048	2161100	2750	4687	6624	12	False	1					NCO
JF6/PG0079-C/ERR027102	7g8_gb4	b'Pf3D7_13_v3'	809024	809113	809203	810593	811453	812314	1390	2340	3290	4	True	3					NCO
JF6/PG0079-C/ERR027102	7g8_gb4	b'Pf3D7_13_v3'	2400662	2400904	2401147	2407075	2407420	2407766	5928	6516	7104	12	True	3					NCO
JF6/PG0079-C/ERR027102	7g8_gb4	b'Pf3D7_13_v3'	2504754	2505124	2505495	2507742	2508501	2509260	2247	3377	4506	7	True	4	2507007	2504754	2509260	4506	CO
JON/PG0107-C/ERR029408	7g8_gb4	b'Pf3D7_09_v3'	105691	105879	106068	106344	107249	108155	276	1370	2464	5	False	1					NCO
JON/PG0107-C/ERR029408	7g8_gb4	b'Pf3D7_09_v3'	751301	752862	754423	755124	755747	756371	701	2885	5070	2	False	1					NCO
JON/PG0107-C/ERR029408	7g8_gb4	b'Pf3D7_14_v3'	1653142	1654476	1655810	1656170	1656424	1656678	360	1948	3536	2	True	2	1654910	1653142	1656678	3536	CO
KA6/PG0091-C/ERR027117	7g8_gb4	b'Pf3D7_04_v3'	983315	983647	983979	988016	988169	988322	4037	4522	5007	18	True	2	985818	983315	988322	5007	CO
KA6/PG0091-C/ERR027117	7g8_gb4	b'Pf3D7_11_v3'	362334	362458	362582	363177	363935	364693	595	1477	2359	2	False	1					NCO
KA6/PG0091-C/ERR027117	7g8_gb4	b'Pf3D7_12_v3'	399327	400352	401378	402111	402413	402715	733	2061	3388	2	True	2	401021	399327	402715	3388	CO
KA6/PG0091-C/ERR027117	7g8_gb4	b'Pf3D7_12_v3'	658281	658812	659344	659988	660489	660990	644	1677	2709	14	False	1					NCO
KA6/PG0091-C/ERR027117	7g8_gb4	b'Pf3D7_12_v3'	1262718	1263125	1263532	1263817	1264786	1265755	285	1661	3037	2	False	1					NCO
KA6/PG0091-C/ERR027117	7g8_gb4	b'Pf3D7_14_v3'	256923	257150	257377	257585	257903	258222	208	753	1299	2	False	1					NCO
KA6/PG0091-C/ERR027117	7g8_gb4	b'Pf3D7_14_v3'	1001272	1001720	1002169	1005368	1005555	1005743	3199	3835	4471	5	False	1					NCO
KA6/PG0091-C/ERR027117	7g8_gb4	b'Pf3D7_14_v3'	1763605	1763686	1763767	1773222	1773307	1773392	9455	9621	9787	10	True	6	1768498	1763605	1773392	9787	CO
KB8/PG0104-C/ERR029148	7g8_gb4	b'Pf3D7_04_v3'	445909	447297	448686	449150	451988	454826	464	4691	8917	4	False	1					NCO
KB8/PG0104-C/ERR029148	7g8_gb4	b'Pf3D7_07_v3'	1147803	1148331	1148859	1149834	1150347	1150861	975	2016	3058	7	False	1					NCO
KB8/PG0104-C/ERR029148	7g8_gb4	b'Pf3D7_12_v3'	1546804	1547089	1547375	1548647	1548976	1549305	1272	1887	2501	4	False	1					NCO
KB8/PG0104-C/ERR029148	7g8_gb4	b'Pf3D7_14_v3'	128933	128985	129037	131324	131495	131667	2287	2510	2734	9	True	2	130300	128933	131667	2734	CO
KH7/PG0088-C/ERR027111	7g8_gb4	b'Pf3D7_05_v3'	1035529	1035826	1036124	1037496	1038151	1038806	1372	2325	3277	4	False	1					NCO
KH7/PG0088-C/ERR027111	7g8_gb4	b'Pf3D7_08_v3'	386704	387265	387827	389693	389974	390255	1866	2709	3551	10	False	1					NCO
KH7/PG0088-C/ERR027111	7g8_gb4	b'Pf3D7_09_v3'	815693	816412	817132	817639	817784	817930	507	1372	2237	4	False	1					NCO
KH7/PG0088-C/ERR027111	7g8_gb4	b'Pf3D7_10_v3'	377874	378447	379020	379772	380070	380368	752	1623	2494	2	True	2	379121	377874	380368	2494	CO
KH7/PG0088-C/ERR027111	7g8_gb4	b'Pf3D7_14_v3'	2053227	2053384	2053542	2057248	2058032	2058816	3706	4648	5589	13	True	2	2056021	2053227	2058816	5589	CO
LA10/PG0086-C/ERR029090	7g8_gb4	b'Pf3D7_08_v3'	478701	478847	478994	485479	486003	486527	6485	7156	7826	15	False	1					NCO
LA10/PG0086-C/ERR029090	7g8_gb4	b'Pf3D7_08_v3'	753183	753465	753747	753851	754356	754862	104	891	1679	2	False	1					NCO
LA10/PG0086-C/ERR029090	7g8_gb4	b'Pf3D7_08_v3'	769992	770340	770688	770864	771291	771719	176	951	1727	3	False	1					NCO
LA10/PG0086-C/ERR029090	7g8_gb4	b'Pf3D7_13_v3'	2541771	2542590	2543410	2548978	2549380	2549782	5568	6790	8011	15	False	1					NCO
LA10/PG0086-C/ERR029090	7g8_gb4	b'Pf3D7_13_v3'	2750314	2750502	2750691	2751871	2751953	2752036	1180	1451	1722	2	False	1					NCO
NF10/PG0096-C/ERR027108	7g8_gb4	b'Pf3D7_01_v3'	425503	426571	427639	428070	428503	428936	431	1932	3433	3	False	1					NCO
NF10/PG0096-C/ERR027108	7g8_gb4	b'Pf3D7_01_v3'	563133	563454	563776	565262	565530	565799	1486	2076	2666	6	False	1					NCO
NF10/PG0096-C/ERR027108	7g8_gb4	b'Pf3D7_04_v3'	224330	224536	224743	225247	225612	225978	504	1076	1648	2	False	1					NCO
NIC/PG0095-CW/ERR045631	7g8_gb4	b'Pf3D7_03_v3'	701117	703490	705863	708721	709252	709784	2858	5762	8667	12	False	1					NCO
NIC/PG0095-CW/ERR045631	7g8_gb4	b'Pf3D7_06_v3'	122587	123128	123670	124481	124620	124759	811	1492	2172	3	False	1					NCO
NIC/PG0095-CW/ERR045631	7g8_gb4	b'Pf3D7_07_v3'	967290	967482	967675	970207	971965	973723	2532	4483	6433	6	True	3					NCO
NIC/PG0095-CW/ERR045631	7g8_gb4	b'Pf3D7_08_v3'	490297	490468	490640	491371	491936	492502	731	1468	2205	11	False	1					NCO
NIC/PG0095-CW/ERR045631	7g8_gb4	b'Pf3D7_09_v3'	395376	395781	396187	409458	409796	410134	13271	14015	14758	19	True	3					NCO
NIC/PG0095-CW/ERR045631	7g8_gb4	b'Pf3D7_13_v3'	344397	345208	346020	348095	348482	348869	2075	3274	4472	3	True	2	346633	344397	348869	4472	CO
QC01/PG0017-C/ERR019050	hb3_dd2	b'Pf3D7_04_v3'	767099	767321	767543	767841	768671	769502	298	1350	2403	3	False	1					NCO
QC01/PG0017-C/ERR019050	hb3_dd2	b'Pf3D7_07_v3'	169906	170251	170597	175925	175951	175978	5328	5700	6072	10	True	2	172942	169906	175978	6072	CO
QC01/PG0017-C/ERR019050	hb3_dd2	b'Pf3D7_07_v3'	956805	957359	957914	960898	961188	961479	2984	3829	4674	9	False	1					NCO
QC01/PG0017-C/ERR019050	hb3_dd2	b'Pf3D7_14_v3'	3032954	3033223	3033492	3034904	3035165	3035427	1412	1942	2473	4	False	1					NCO
QC13/PG0016-C/ERR012895	hb3_dd2	b'Pf3D7_01_v3'	243925	245613	247302	247675	247879	248084	373	2266	4159	3	False	1					NCO
QC13/PG0016-C/ERR012895	hb3_dd2	b'Pf3D7_08_v3'	1128488	1128987	1129486	1129851	1130663	1131475	365	1676	2987	3	True	2	1129981	1128488	1131475	2987	CO
QC13/PG0016-C/ERR012895	hb3_dd2	b'Pf3D7_09_v3'	1334925	1335558	1336192	1347669	1348171	1348673	11477	12613	13748	17	True	3					NCO
QC13/PG0016-C/ERR012895	hb3_dd2	b'Pf3D7_10_v3'	751094	751279	751465	752342	753621	754901	877	2342	3807	3	True	2	752997	751094	754901	3807	CO
QC23/PG0045-C/ERR012892	hb3_dd2	b'Pf3D7_04_v3'	406744	407662	408580	409019	409958	410897	439	2296	4153	2	False	1					NCO
QC23/PG0045-C/ERR012892	hb3_dd2	b'Pf3D7_11_v3'	665532	666686	667840	676238	676962	677686	8398	10276	12154	11	True	3					NCO
QC23/PG0045-C/ERR012892	hb3_dd2	b'Pf3D7_11_v3'	836583	838380	840177	845927	846519	847112	5750	8139	10529	10	True	3					NCO
QC23/PG0045-C/ERR012892	hb3_dd2	b'Pf3D7_12_v3'	1363031	1364598	1366165	1366725	1367547	1368369	560	2949	5338	3	True	2	1365700	1363031	1368369	5338	CO
QC23/PG0045-C/ERR012892	hb3_dd2	b'Pf3D7_12_v3'	2023639	2024047	2024455	2027065	2027349	2027633	2610	3302	3994	3	False	1					NCO
QC34/PG0026-C/ERR015453	hb3_dd2	b'Pf3D7_13_v3'	1995851	1996379	1996907	2000589	2000713	2000838	3682	4334	4987	9	True	3					NCO
QF5/PG0078-C/ERR029092	7g8_gb4	b'Pf3D7_07_v3'	669759	669942	670126	670940	671588	672237	814	1646	2478	2	True	2	670998	669759	672237	2478	CO
QF5/PG0078-C/ERR029092	7g8_gb4	b'Pf3D7_09_v3'	670155	670498	670842	671310	671669	672029	468	1171	1874	2	True	2	671092	670155	672029	1874	CO
QF5/PG0078-C/ERR029092	7g8_gb4	b'Pf3D7_13_v3'	1654794	1655190	1655587	1655987	1656168	1656350	400	978	1556	3	True	3					NCO
SC05/PG0019-C/ERR019051	hb3_dd2	b'Pf3D7_07_v3'	1321443	1321849	1322255	1322383	1322958	1323534	128	1109	2091	2	False	1					NCO
SC05/PG0019-C/ERR019051	hb3_dd2	b'Pf3D7_12_v3'	1231434	1231602	1231771	1232685	1233044	1233403	914	1442	1969	4	True	2	1232418	1231434	1233403	1969	CO
SC05/PG0019-C/ERR019051	hb3_dd2	b'Pf3D7_14_v3'	1610734	1610749	1610765	1612507	1612802	1613097	1742	2053	2363	4	True	2	1611915	1610734	1613097	2363	CO
TC05/PG0027-C/ERR015450	hb3_dd2	b'Pf3D7_05_v3'	508465	508967	509470	510058	510836	511615	588	1869	3150	3	False	1					NCO
TC05/PG0027-C/ERR015450	hb3_dd2	b'Pf3D7_14_v3'	1602557	1602981	1603405	1604094	1605341	1606589	689	2360	4032	4	False	1					NCO
TC08/PG0020-C/ERR019052	hb3_dd2	b'Pf3D7_13_v3'	756010	756182	756355	758103	758445	758787	1748	2263	2777	9	True	2	757398	756010	758787	2777	CO
TC08/PG0020-C/ERR019052	hb3_dd2	b'Pf3D7_14_v3'	995095	995927	996760	1005368	1005583	1005799	8608	9656	10704	13	False	1					NCO
TF1/PG0080-C/ERR027103	7g8_gb4	b'Pf3D7_10_v3'	643464	643852	644240	644575	645248	645922	335	1396	2458	3	False	1					NCO
TF1/PG0080-C/ERR027103	7g8_gb4	b'Pf3D7_13_v3'	1728480	1728764	1729049	1729168	1729597	1730026	119	833	1546	2	False	1					NCO
WC4/PG0082-C/ERR029093	7g8_gb4	b'Pf3D7_04_v3'	219486	219981	220477	221435	222384	223333	958	2403	3847	3	False	1					NCO
WC4/PG0082-C/ERR029093	7g8_gb4	b'Pf3D7_05_v3'	469531	469706	469882	470971	471427	471883	1089	1721	2352	3	False	1					NCO
WF12/PG0097-C/ERR027109	7g8_gb4	b'Pf3D7_02_v3'	359074	359952	360830	361903	362299	362696	1073	2347	3622	4	False	1					NCO
WF12/PG0097-C/ERR027109	7g8_gb4	b'Pf3D7_07_v3'	646188	647262	648336	648909	650514	652120	573	3252	5932	2	False	1					NCO
WF12/PG0097-C/ERR027109	7g8_gb4	b'Pf3D7_07_v3'	665385	665795	666205	667811	667872	667933	1606	2077	2548	5	True	2	666659	665385	667933	2548	CO
WF12/PG0097-C/ERR027109	7g8_gb4	b'Pf3D7_08_v3'	754862	755298	755735	758300	758505	758710	2565	3207	3848	5	True	2	756786	754862	758710	3848	CO
WF12/PG0097-C/ERR027109	7g8_gb4	b'Pf3D7_09_v3'	215136	215594	216052	216656	217126	217596	604	1532	2460	2	False	1					NCO
WF12/PG0097-C/ERR027109	7g8_gb4	b'Pf3D7_14_v3'	501071	501418	501766	501904	502518	503133	138	1100	2062	3	False	1					NCO
XB3/PG0093-C/ERR029105	7g8_gb4	b'Pf3D7_07_v3'	211034	211294	211555	212513	212848	213184	958	1554	2150	2	False	1					NCO
XB3/PG0093-C/ERR029105	7g8_gb4	b'Pf3D7_11_v3'	252507	253650	254794	258007	258020	258033	3213	4370	5526	8	True	2	255270	252507	258033	5526	CO
XB3/PG0093-C/ERR029105	7g8_gb4	b'Pf3D7_14_v3'	276579	277426	278273	287032	287630	288228	8759	10204	11649	15	False	1					NCO
XD8/PG0105-C/ERR029144	7g8_gb4	b'Pf3D7_10_v3'	112007	112371	112735	113265	113385	113505	530	1014	1498	6	False	1					NCO
XD8/PG0105-C/ERR029144	7g8_gb4	b'Pf3D7_11_v3'	994322	995532	996743	997310	997584	997859	567	2052	3537	3	False	1					NCO
XE7/PG0106-C/ERR029407	7g8_gb4	b'Pf3D7_06_v3'	205006	205732	206458	206813	207054	207296	355	1322	2290	3	False	1					NCO
XE7/PG0106-C/ERR029407	7g8_gb4	b'Pf3D7_06_v3'	638204	638564	638924	639086	639540	639994	162	976	1790	2	False	1					NCO
XE7/PG0106-C/ERR029407	7g8_gb4	b'Pf3D7_08_v3'	749282	749383	749484	750019	751169	752319	535	1786	3037	3	True	3					NCO
XE7/PG0106-C/ERR029407	7g8_gb4	b'Pf3D7_11_v3'	1204562	1205251	1205941	1209400	1209517	1209635	3459	4266	5073	9	True	3					NCO
XF12/PG0102-C/ERR029143	7g8_gb4	b'Pf3D7_12_v3'	1466360	1467217	1468075	1468682	1469482	1470282	607	2265	3922	3	False	1					NCO
XG10/PG0109-C/ERR029405	7g8_gb4	b'Pf3D7_14_v3'	44913	45092	45271	46808	47247	47687	1537	2155	2774	4	False	1					NCO
XG10/PG0109-C/ERR029405	7g8_gb4	b'Pf3D7_14_v3'	2919110	2919295	2919481	2926786	2927817	2928848	7305	8522	9738	15	True	4	2923979	2919110	2928848	9738	CO
