sample	chrom	co_pos_mid	co_pos_min	co_pos_max	co_pos_range	cross	co_from_parent	co_to_parent
C14/PG0060-C/ERR019058	b'Pf3D7_05_v3'	563751	561831	565671	3840	3d7_hb3	hb3	3d7
C04/PG0061-C/ERR019059	b'Pf3D7_05_v3'	573411	573104	573719	615	3d7_hb3	3d7	hb3
3BD5/PG0024-C/ERR019053	b'Pf3D7_05_v3'	577198	576969	577427	458	hb3_dd2	hb3	dd2
JON/PG0107-C/ERR029408	b'Pf3D7_05_v3'	582666	581197	584136	2939	7g8_gb4	gb4	7g8
7C188/PG0030-C/ERR019046	b'Pf3D7_05_v3'	583226	581344	585108	3764	hb3_dd2	dd2	hb3
QF5/PG0078-C/ERR029092	b'Pf3D7_05_v3'	589812	589154	590471	1317	7g8_gb4	7g8	gb4
CH3_61/PG0033-Cx/ERR175544	b'Pf3D7_05_v3'	599309	598068	600550	2482	hb3_dd2	hb3	dd2
7C421/PG0043-C/ERR015459	b'Pf3D7_05_v3'	611239	610611	611867	1256	hb3_dd2	hb3	dd2
KB8/PG0104-C/ERR029148	b'Pf3D7_05_v3'	613592	612550	614635	2085	7g8_gb4	7g8	gb4
XE7/PG0106-C/ERR029407	b'Pf3D7_05_v3'	613592	612550	614635	2085	7g8_gb4	gb4	7g8
C14/PG0060-C/ERR019058	b'Pf3D7_05_v3'	651268	650842	651694	852	3d7_hb3	3d7	hb3
JON/PG0107-C/ERR029408	b'Pf3D7_05_v3'	667204	665498	668910	3412	7g8_gb4	7g8	gb4
7C101/PG0074-C/ERR019048	b'Pf3D7_05_v3'	681910	681362	682459	1097	hb3_dd2	hb3	dd2
AL2/PG0103-CW/ERR045627	b'Pf3D7_05_v3'	696725	695649	697801	2152	7g8_gb4	7g8	gb4
JF6/PG0079-C/ERR027102	b'Pf3D7_05_v3'	701808	700659	702958	2299	7g8_gb4	gb4	7g8
QC23/PG0045-C/ERR012892	b'Pf3D7_05_v3'	709217	707802	710632	2830	hb3_dd2	dd2	hb3
7C183/PG0042-C/ERR015448	b'Pf3D7_05_v3'	726602	725875	727330	1455	hb3_dd2	hb3	dd2
NF10/PG0096-C/ERR027108	b'Pf3D7_05_v3'	747186	747057	747316	259	7g8_gb4	7g8	gb4
XF12/PG0102-C/ERR029143	b'Pf3D7_05_v3'	748391	747530	749253	1723	7g8_gb4	gb4	7g8
SC05/PG0019-C/ERR019051	b'Pf3D7_05_v3'	766671	765955	767388	1433	hb3_dd2	dd2	hb3
7C46/PG0046-Cx/ERR107476	b'Pf3D7_05_v3'	804689	803969	805409	1440	hb3_dd2	dd2	hb3
QC23/PG0045-C/ERR012892	b'Pf3D7_05_v3'	888534	888491	888577	86	hb3_dd2	hb3	dd2
LA10/PG0086-C/ERR029090	b'Pf3D7_05_v3'	889885	888725	891045	2320	7g8_gb4	7g8	gb4
XE7/PG0106-C/ERR029407	b'Pf3D7_05_v3'	919855	918898	920812	1914	7g8_gb4	7g8	gb4
WE2/PG0085-C/ERR027101	b'Pf3D7_05_v3'	921086	920812	921360	548	7g8_gb4	gb4	7g8
B4R3/PG0018-C/ERR019042	b'Pf3D7_05_v3'	929916	888577	971256	82679	hb3_dd2	dd2	hb3
CH3_61/PG0033-Cx/ERR175544	b'Pf3D7_05_v3'	933509	888577	978441	89864	hb3_dd2	dd2	hb3
JB8/PG0087-C/ERR029091	b'Pf3D7_05_v3'	1018240	1017712	1018768	1056	7g8_gb4	7g8	gb4
7C111/PG0038-C/ERR015457	b'Pf3D7_05_v3'	1028810	1026934	1030686	3752	hb3_dd2	dd2	hb3
7C20/PG0037-C/ERR015451	b'Pf3D7_05_v3'	1028810	1026934	1030686	3752	hb3_dd2	hb3	dd2
TC05/PG0027-C/ERR015450	b'Pf3D7_05_v3'	1037167	1036872	1037463	591	hb3_dd2	dd2	hb3
7C159/PG0040-Cx/ERR107475	b'Pf3D7_05_v3'	1048328	1047019	1049638	2619	hb3_dd2	hb3	dd2
7C46/PG0046-Cx/ERR107476	b'Pf3D7_05_v3'	1048328	1047019	1049638	2619	hb3_dd2	hb3	dd2
7C12/PG0035-Cx/ERR037704	b'Pf3D7_05_v3'	1078451	1078333	1078569	236	hb3_dd2	dd2	hb3
AUD/PG0112-C/ERR029406	b'Pf3D7_05_v3'	1126951	1125684	1128218	2534	7g8_gb4	gb4	7g8
KA6/PG0091-C/ERR027117	b'Pf3D7_05_v3'	1163526	1162708	1164344	1636	7g8_gb4	gb4	7g8
C06/PG0069-C/ERR019055	b'Pf3D7_05_v3'	1180984	1180250	1181718	1468	3d7_hb3	3d7	hb3
C03/PG0066-C/ERR019072	b'Pf3D7_05_v3'	1199376	1199000	1199752	752	3d7_hb3	hb3	3d7
C10/PG0063-C/ERR019060	b'Pf3D7_05_v3'	1240443	1239449	1241437	1988	3d7_hb3	3d7	hb3
C13/PG0054-C/ERR019062	b'Pf3D7_05_v3'	1287316	1287278	1287354	76	3d7_hb3	3d7	hb3
7C3/PG0034-C/ERR019047	b'Pf3D7_06_v3'	87328	87115	87541	426	hb3_dd2	dd2	hb3
C04/PG0061-C/ERR019059	b'Pf3D7_06_v3'	135094	134602	135587	985	3d7_hb3	hb3	3d7
QC01/PG0017-C/ERR019050	b'Pf3D7_06_v3'	141353	140891	141816	925	hb3_dd2	dd2	hb3
WC4/PG0082-C/ERR029093	b'Pf3D7_06_v3'	155071	153516	156627	3111	7g8_gb4	7g8	gb4
C14/PG0060-C/ERR019058	b'Pf3D7_06_v3'	169374	168729	170019	1290	3d7_hb3	hb3	3d7
QC13/PG0016-C/ERR012895	b'Pf3D7_06_v3'	186704	186366	187043	677	hb3_dd2	hb3	dd2
7C421/PG0043-C/ERR015459	b'Pf3D7_06_v3'	198653	195926	201381	5455	hb3_dd2	hb3	dd2
GC03/PG0021-C/ERR015447	b'Pf3D7_06_v3'	219326	219141	219512	371	hb3_dd2	hb3	dd2
TC08/PG0020-C/ERR019052	b'Pf3D7_06_v3'	227257	226774	227741	967	hb3_dd2	dd2	hb3
NF10/PG0096-C/ERR027108	b'Pf3D7_06_v3'	241319	240829	241810	981	7g8_gb4	7g8	gb4
C07/PG0070-C/ERR019056	b'Pf3D7_06_v3'	243284	242009	244560	2551	3d7_hb3	3d7	hb3
NIC/PG0095-CW/ERR045631	b'Pf3D7_06_v3'	243979	243012	244947	1935	7g8_gb4	7g8	gb4
SC05/PG0019-C/ERR019051	b'Pf3D7_06_v3'	264808	263668	265948	2280	hb3_dd2	dd2	hb3
D43/PG0029-Cx/ERR107474	b'Pf3D7_06_v3'	282395	281290	283500	2210	hb3_dd2	hb3	dd2
C01/PG0065-C/ERR019064	b'Pf3D7_06_v3'	302408	300173	304643	4470	3d7_hb3	3d7	hb3
JON/PG0107-C/ERR029408	b'Pf3D7_06_v3'	323332	322737	323928	1191	7g8_gb4	7g8	gb4
QC23/PG0045-C/ERR012892	b'Pf3D7_06_v3'	347314	347113	347515	402	hb3_dd2	dd2	hb3
7C188/PG0030-C/ERR019046	b'Pf3D7_06_v3'	354534	354035	355034	999	hb3_dd2	dd2	hb3
C13/PG0054-C/ERR019062	b'Pf3D7_06_v3'	371654	369997	373312	3315	3d7_hb3	3d7	hb3
7C159/PG0040-Cx/ERR107475	b'Pf3D7_06_v3'	374045	373312	374778	1466	hb3_dd2	dd2	hb3
C15/PG0057-C/ERR019069	b'Pf3D7_06_v3'	379280	378828	379732	904	3d7_hb3	3d7	hb3
B1SD/PG0015-C/ERR019044	b'Pf3D7_06_v3'	382833	382308	383359	1051	hb3_dd2	hb3	dd2
7C424/PG0044-C/ERR019043	b'Pf3D7_06_v3'	383924	383359	384490	1131	hb3_dd2	hb3	dd2
QC23/PG0045-C/ERR012892	b'Pf3D7_06_v3'	396889	396298	397480	1182	hb3_dd2	hb3	dd2
7C126/PG0047-C/ERR015452	b'Pf3D7_06_v3'	398172	397480	398864	1384	hb3_dd2	hb3	dd2
7C421/PG0043-C/ERR015459	b'Pf3D7_06_v3'	418099	417469	418729	1260	hb3_dd2	dd2	hb3
AL2/PG0103-CW/ERR045627	b'Pf3D7_06_v3'	425163	424762	425565	803	7g8_gb4	gb4	7g8
7C140/PG0039-C/ERR015454	b'Pf3D7_06_v3'	440215	439548	440883	1335	hb3_dd2	dd2	hb3
GC06/PG0028-C/ERR015456	b'Pf3D7_06_v3'	511361	511174	511549	375	hb3_dd2	hb3	dd2
TF1/PG0080-C/ERR027103	b'Pf3D7_06_v3'	511880	511174	512586	1412	7g8_gb4	gb4	7g8
DAN/PG0098-C/ERR027110	b'Pf3D7_06_v3'	517870	512586	523154	10568	7g8_gb4	7g8	gb4
C15/PG0057-C/ERR019069	b'Pf3D7_06_v3'	534279	534012	534547	535	3d7_hb3	hb3	3d7
C06/PG0069-C/ERR019055	b'Pf3D7_06_v3'	537860	537597	538123	526	3d7_hb3	hb3	3d7
7C424/PG0044-C/ERR019043	b'Pf3D7_06_v3'	549141	548443	549840	1397	hb3_dd2	dd2	hb3
QC13/PG0016-C/ERR012895	b'Pf3D7_06_v3'	549141	548443	549840	1397	hb3_dd2	dd2	hb3
SC05/PG0019-C/ERR019051	b'Pf3D7_06_v3'	553092	552890	553295	405	hb3_dd2	hb3	dd2
C03/PG0066-C/ERR019072	b'Pf3D7_06_v3'	568326	567414	569238	1824	3d7_hb3	3d7	hb3
C07/PG0070-C/ERR019056	b'Pf3D7_06_v3'	570890	569892	571889	1997	3d7_hb3	hb3	3d7
JE11/PG0100-C/ERR029404	b'Pf3D7_06_v3'	574255	573573	574938	1365	7g8_gb4	7g8	gb4
7C188/PG0030-C/ERR019046	b'Pf3D7_06_v3'	584500	582739	586261	3522	hb3_dd2	hb3	dd2
7C111/PG0038-C/ERR015457	b'Pf3D7_06_v3'	590795	590224	591366	1142	hb3_dd2	dd2	hb3
QF5/PG0078-C/ERR029092	b'Pf3D7_06_v3'	593990	593826	594154	328	7g8_gb4	7g8	gb4
TF1/PG0080-C/ERR027103	b'Pf3D7_06_v3'	626036	625850	626222	372	7g8_gb4	7g8	gb4
C11/PG0064-C/ERR019071	b'Pf3D7_06_v3'	629888	629279	630498	1219	3d7_hb3	3d7	hb3
KH7/PG0088-C/ERR027111	b'Pf3D7_06_v3'	635942	635841	636044	203	7g8_gb4	gb4	7g8
7C126/PG0047-C/ERR015452	b'Pf3D7_06_v3'	662536	662120	662952	832	hb3_dd2	dd2	hb3
C06/PG0069-C/ERR019055	b'Pf3D7_06_v3'	665314	664888	665740	852	3d7_hb3	3d7	hb3
XG10/PG0109-C/ERR029405	b'Pf3D7_06_v3'	676376	674158	678594	4436	7g8_gb4	gb4	7g8
DAN/PG0098-C/ERR027110	b'Pf3D7_06_v3'	721531	721351	721711	360	7g8_gb4	gb4	7g8
7C421/PG0043-C/ERR015459	b'Pf3D7_06_v3'	803522	803052	803993	941	hb3_dd2	hb3	dd2
QC23/PG0045-C/ERR012892	b'Pf3D7_06_v3'	831633	830780	832486	1706	hb3_dd2	dd2	hb3
C11/PG0064-C/ERR019071	b'Pf3D7_06_v3'	834136	832486	835786	3300	3d7_hb3	hb3	3d7
QF5/PG0078-C/ERR029092	b'Pf3D7_06_v3'	838326	837291	839362	2071	7g8_gb4	gb4	7g8
JF6/PG0079-C/ERR027102	b'Pf3D7_06_v3'	855465	855102	855829	727	7g8_gb4	gb4	7g8
7C140/PG0039-C/ERR015454	b'Pf3D7_06_v3'	858071	856791	859352	2561	hb3_dd2	hb3	dd2
WE2/PG0085-C/ERR027101	b'Pf3D7_06_v3'	918448	917456	919440	1984	7g8_gb4	7g8	gb4
C15/PG0057-C/ERR019069	b'Pf3D7_06_v3'	922838	922237	923440	1203	3d7_hb3	3d7	hb3
LA10/PG0086-C/ERR029090	b'Pf3D7_06_v3'	922977	921232	924723	3491	7g8_gb4	7g8	gb4
C14/PG0060-C/ERR019058	b'Pf3D7_06_v3'	923776	923440	924112	672	3d7_hb3	3d7	hb3
JC9/PG0111-CW/ERR045634	b'Pf3D7_06_v3'	961470	960103	962838	2735	7g8_gb4	7g8	gb4
3BD5/PG0024-C/ERR019053	b'Pf3D7_06_v3'	970386	970157	970615	458	hb3_dd2	hb3	dd2
7C424/PG0044-C/ERR019043	b'Pf3D7_06_v3'	991119	990240	991999	1759	hb3_dd2	hb3	dd2
CH3_116/PG0032-Cx/ERR037703	b'Pf3D7_06_v3'	1014012	1012526	1015498	2972	hb3_dd2	dd2	hb3
7C188/PG0030-C/ERR019046	b'Pf3D7_06_v3'	1039805	1039337	1040274	937	hb3_dd2	dd2	hb3
C07/PG0070-C/ERR019056	b'Pf3D7_06_v3'	1059149	1058850	1059449	599	3d7_hb3	3d7	hb3
7C424/PG0044-C/ERR019043	b'Pf3D7_06_v3'	1065566	1065236	1065897	661	hb3_dd2	dd2	hb3
AL2/PG0103-CW/ERR045627	b'Pf3D7_06_v3'	1065687	1064736	1066638	1902	7g8_gb4	7g8	gb4
QC01/PG0017-C/ERR019050	b'Pf3D7_06_v3'	1066700	1065897	1067504	1607	hb3_dd2	hb3	dd2
C12/PG0058-C/ERR019063	b'Pf3D7_06_v3'	1095552	1095437	1095667	230	3d7_hb3	hb3	3d7
7C140/PG0039-C/ERR015454	b'Pf3D7_06_v3'	1189961	1188861	1191061	2200	hb3_dd2	dd2	hb3
7C170/PG0041-C/ERR015446	b'Pf3D7_06_v3'	1192392	1191061	1193723	2662	hb3_dd2	dd2	hb3
NIC/PG0095-CW/ERR045631	b'Pf3D7_06_v3'	1211239	1210433	1212046	1613	7g8_gb4	gb4	7g8
7C159/PG0040-Cx/ERR107475	b'Pf3D7_06_v3'	1215705	1215068	1216342	1274	hb3_dd2	hb3	dd2
C03/PG0066-C/ERR019072	b'Pf3D7_06_v3'	1238891	1238008	1239774	1766	3d7_hb3	hb3	3d7
B1SD/PG0015-C/ERR019044	b'Pf3D7_06_v3'	1261222	1260873	1261571	698	hb3_dd2	dd2	hb3
AL2/PG0103-CW/ERR045627	b'Pf3D7_07_v3'	121487	118094	124880	6786	7g8_gb4	7g8	gb4
C14/PG0060-C/ERR019058	b'Pf3D7_07_v3'	162815	162203	163428	1225	3d7_hb3	hb3	3d7
NF10/PG0096-C/ERR027108	b'Pf3D7_07_v3'	165009	164409	165610	1201	7g8_gb4	7g8	gb4
WF12/PG0097-C/ERR027109	b'Pf3D7_07_v3'	166980	166549	167411	862	7g8_gb4	gb4	7g8
QC01/PG0017-C/ERR019050	b'Pf3D7_07_v3'	172942	169906	175978	6072	hb3_dd2	dd2	hb3
7C408/PG0031-C/ERR015458	b'Pf3D7_07_v3'	208985	208447	209524	1077	hb3_dd2	hb3	dd2
KB8/PG0104-C/ERR029148	b'Pf3D7_07_v3'	239837	239324	240350	1026	7g8_gb4	7g8	gb4
KB8/PG0104-C/ERR029148	b'Pf3D7_07_v3'	251137	250564	251710	1146	7g8_gb4	gb4	7g8
7C111/PG0038-C/ERR015457	b'Pf3D7_07_v3'	344574	343690	345458	1768	hb3_dd2	hb3	dd2
TC05/PG0027-C/ERR015450	b'Pf3D7_07_v3'	351373	350213	352534	2321	hb3_dd2	hb3	dd2
CH3_116/PG0032-Cx/ERR037703	b'Pf3D7_07_v3'	359377	358070	360685	2615	hb3_dd2	dd2	hb3
D43/PG0029-Cx/ERR107474	b'Pf3D7_07_v3'	376267	375818	376717	899	hb3_dd2	hb3	dd2
7C188/PG0030-C/ERR019046	b'Pf3D7_07_v3'	391786	391494	392078	584	hb3_dd2	dd2	hb3
KH7/PG0088-C/ERR027111	b'Pf3D7_07_v3'	423548	421983	425114	3131	7g8_gb4	gb4	7g8
7C408/PG0031-C/ERR015458	b'Pf3D7_07_v3'	426384	426245	426524	279	hb3_dd2	dd2	hb3
KB8/PG0104-C/ERR029148	b'Pf3D7_07_v3'	426474	426245	426703	458	7g8_gb4	7g8	gb4
JB12/PG0099-C/ERR029146	b'Pf3D7_07_v3'	443486	442543	444429	1886	7g8_gb4	gb4	7g8
CH3_61/PG0033-Cx/ERR175544	b'Pf3D7_07_v3'	453308	452972	453645	673	hb3_dd2	hb3	dd2
QF5/PG0078-C/ERR029092	b'Pf3D7_07_v3'	555738	505802	605674	99872	7g8_gb4	gb4	7g8
QC34/PG0026-C/ERR015453	b'Pf3D7_07_v3'	609176	609040	609312	272	hb3_dd2	dd2	hb3
TC05/PG0027-C/ERR015450	b'Pf3D7_07_v3'	632777	631868	633686	1818	hb3_dd2	dd2	hb3
7C183/PG0042-C/ERR015448	b'Pf3D7_07_v3'	633533	631868	635199	3331	hb3_dd2	dd2	hb3
JF6/PG0079-C/ERR027102	b'Pf3D7_07_v3'	636551	635912	637190	1278	7g8_gb4	gb4	7g8
C03/PG0066-C/ERR019072	b'Pf3D7_07_v3'	637929	637791	638068	277	3d7_hb3	hb3	3d7
XE7/PG0106-C/ERR029407	b'Pf3D7_07_v3'	641017	640734	641300	566	7g8_gb4	gb4	7g8
GC06/PG0028-C/ERR015456	b'Pf3D7_07_v3'	647759	646610	648909	2299	hb3_dd2	dd2	hb3
WF12/PG0097-C/ERR027109	b'Pf3D7_07_v3'	666659	665385	667933	2548	7g8_gb4	7g8	gb4
QF5/PG0078-C/ERR029092	b'Pf3D7_07_v3'	670998	669759	672237	2478	7g8_gb4	7g8	gb4
JB12/PG0099-C/ERR029146	b'Pf3D7_07_v3'	673633	672838	674429	1591	7g8_gb4	7g8	gb4
7C20/PG0037-C/ERR015451	b'Pf3D7_07_v3'	678882	678457	679307	850	hb3_dd2	hb3	dd2
C06/PG0069-C/ERR019055	b'Pf3D7_07_v3'	696297	695555	697040	1485	3d7_hb3	3d7	hb3
C07/PG0070-C/ERR019056	b'Pf3D7_07_v3'	709631	708623	710640	2017	3d7_hb3	hb3	3d7
SC05/PG0019-C/ERR019051	b'Pf3D7_07_v3'	733207	733060	733355	295	hb3_dd2	hb3	dd2
WC4/PG0082-C/ERR029093	b'Pf3D7_07_v3'	733683	733640	733726	86	7g8_gb4	gb4	7g8
C08/PG0071-C/ERR019074	b'Pf3D7_07_v3'	776218	776041	776396	355	3d7_hb3	3d7	hb3
JC3/PG0077-CW/ERR045636	b'Pf3D7_07_v3'	795953	795408	796498	1090	7g8_gb4	gb4	7g8
C11/PG0064-C/ERR019071	b'Pf3D7_07_v3'	818480	818083	818877	794	3d7_hb3	hb3	3d7
WF12/PG0097-C/ERR027109	b'Pf3D7_07_v3'	820912	820738	821086	348	7g8_gb4	gb4	7g8
B1SD/PG0015-C/ERR019044	b'Pf3D7_07_v3'	840416	839939	840893	954	hb3_dd2	hb3	dd2
7C188/PG0030-C/ERR019046	b'Pf3D7_07_v3'	841072	840893	841252	359	hb3_dd2	hb3	dd2
7C12/PG0035-Cx/ERR037704	b'Pf3D7_07_v3'	847219	846842	847597	755	hb3_dd2	dd2	hb3
GC03/PG0021-C/ERR015447	b'Pf3D7_07_v3'	873303	872689	873917	1228	hb3_dd2	hb3	dd2
SC05/PG0019-C/ERR019051	b'Pf3D7_07_v3'	875310	873917	876703	2786	hb3_dd2	dd2	hb3
TF1/PG0080-C/ERR027103	b'Pf3D7_07_v3'	875310	873917	876703	2786	7g8_gb4	gb4	7g8
C01/PG0065-C/ERR019064	b'Pf3D7_07_v3'	890929	890737	891121	384	3d7_hb3	hb3	3d7
LA10/PG0086-C/ERR029090	b'Pf3D7_07_v3'	918603	918468	918738	270	7g8_gb4	gb4	7g8
JE11/PG0100-C/ERR029404	b'Pf3D7_07_v3'	928109	927085	929134	2049	7g8_gb4	gb4	7g8
C12/PG0058-C/ERR019063	b'Pf3D7_07_v3'	934627	934353	934902	549	3d7_hb3	3d7	hb3
TC05/PG0027-C/ERR015450	b'Pf3D7_07_v3'	961167	960856	961479	623	hb3_dd2	hb3	dd2
JC3/PG0077-CW/ERR045636	b'Pf3D7_07_v3'	996481	996148	996814	666	7g8_gb4	7g8	gb4
KB8/PG0104-C/ERR029148	b'Pf3D7_07_v3'	1000714	1000647	1000781	134	7g8_gb4	gb4	7g8
7C111/PG0038-C/ERR015457	b'Pf3D7_07_v3'	1008154	1005996	1010313	4317	hb3_dd2	dd2	hb3
XD8/PG0105-C/ERR029144	b'Pf3D7_07_v3'	1019974	1019275	1020674	1399	7g8_gb4	gb4	7g8
JB8/PG0087-C/ERR029091	b'Pf3D7_07_v3'	1041840	1040747	1042933	2186	7g8_gb4	gb4	7g8
C11/PG0064-C/ERR019071	b'Pf3D7_07_v3'	1049598	1049240	1049957	717	3d7_hb3	3d7	hb3
C12/PG0058-C/ERR019063	b'Pf3D7_07_v3'	1058412	1058276	1058549	273	3d7_hb3	hb3	3d7
JC3/PG0077-CW/ERR045636	b'Pf3D7_07_v3'	1098934	1095045	1102824	7779	7g8_gb4	gb4	7g8
7C20/PG0037-C/ERR015451	b'Pf3D7_07_v3'	1108423	1107875	1108971	1096	hb3_dd2	dd2	hb3
AUD/PG0112-C/ERR029406	b'Pf3D7_07_v3'	1128206	1127269	1129144	1875	7g8_gb4	gb4	7g8
XB3/PG0093-C/ERR029105	b'Pf3D7_07_v3'	1130653	1129843	1131464	1621	7g8_gb4	gb4	7g8
XG10/PG0109-C/ERR029405	b'Pf3D7_07_v3'	1130653	1129843	1131464	1621	7g8_gb4	gb4	7g8
7C424/PG0044-C/ERR019043	b'Pf3D7_07_v3'	1135700	1133655	1137745	4090	hb3_dd2	dd2	hb3
JB12/PG0099-C/ERR029146	b'Pf3D7_07_v3'	1136874	1131470	1142279	10809	7g8_gb4	gb4	7g8
C02/PG0067-C/ERR019073	b'Pf3D7_07_v3'	1138621	1138335	1138907	572	3d7_hb3	3d7	hb3
KA6/PG0091-C/ERR027117	b'Pf3D7_07_v3'	1146356	1144909	1147803	2894	7g8_gb4	gb4	7g8
3BD5/PG0024-C/ERR019053	b'Pf3D7_07_v3'	1178852	1175822	1181882	6060	hb3_dd2	dd2	hb3
XF12/PG0102-C/ERR029143	b'Pf3D7_07_v3'	1194921	1193517	1196326	2809	7g8_gb4	gb4	7g8
QF5/PG0078-C/ERR029092	b'Pf3D7_07_v3'	1199511	1196703	1202320	5617	7g8_gb4	gb4	7g8
7C3/PG0034-C/ERR019047	b'Pf3D7_07_v3'	1212797	1211813	1213782	1969	hb3_dd2	hb3	dd2
NF10/PG0096-C/ERR027108	b'Pf3D7_07_v3'	1214136	1213727	1214545	818	7g8_gb4	gb4	7g8
C02/PG0067-C/ERR019073	b'Pf3D7_07_v3'	1266259	1265890	1266629	739	3d7_hb3	hb3	3d7
D43/PG0029-Cx/ERR107474	b'Pf3D7_07_v3'	1275753	1273437	1278069	4632	hb3_dd2	dd2	hb3
QC23/PG0045-C/ERR012892	b'Pf3D7_07_v3'	1316480	1315985	1316976	991	hb3_dd2	dd2	hb3
C11/PG0064-C/ERR019071	b'Pf3D7_07_v3'	1342989	1342224	1343755	1531	3d7_hb3	hb3	3d7
C06/PG0069-C/ERR019055	b'Pf3D7_08_v3'	97386	96942	97831	889	3d7_hb3	3d7	hb3
7C3/PG0034-C/ERR019047	b'Pf3D7_08_v3'	116593	116345	116841	496	hb3_dd2	dd2	hb3
QC23/PG0045-C/ERR012892	b'Pf3D7_08_v3'	120010	118704	121316	2612	hb3_dd2	hb3	dd2
7C7/PG0048-C/ERR019049	b'Pf3D7_08_v3'	129548	129348	129749	401	hb3_dd2	dd2	hb3
KB8/PG0104-C/ERR029148	b'Pf3D7_08_v3'	134449	133139	135760	2621	7g8_gb4	gb4	7g8
C09/PG0072-C/ERR019057	b'Pf3D7_08_v3'	170002	169623	170381	758	3d7_hb3	3d7	hb3
C14/PG0060-C/ERR019058	b'Pf3D7_08_v3'	180161	179923	180400	477	3d7_hb3	3d7	hb3
7C20/PG0037-C/ERR015451	b'Pf3D7_08_v3'	186255	185795	186716	921	hb3_dd2	hb3	dd2
JF6/PG0079-C/ERR027102	b'Pf3D7_08_v3'	195934	194529	197340	2811	7g8_gb4	7g8	gb4
JE11/PG0100-C/ERR029404	b'Pf3D7_08_v3'	221715	220983	222447	1464	7g8_gb4	gb4	7g8
7C140/PG0039-C/ERR015454	b'Pf3D7_08_v3'	225876	225287	226466	1179	hb3_dd2	hb3	dd2
7C188/PG0030-C/ERR019046	b'Pf3D7_08_v3'	228760	227384	230137	2753	hb3_dd2	dd2	hb3
XF12/PG0102-C/ERR029143	b'Pf3D7_08_v3'	264857	264661	265053	392	7g8_gb4	gb4	7g8
B4R3/PG0018-C/ERR019042	b'Pf3D7_08_v3'	274692	274226	275159	933	hb3_dd2	hb3	dd2
QC01/PG0017-C/ERR019050	b'Pf3D7_08_v3'	288843	288652	289035	383	hb3_dd2	dd2	hb3
QC23/PG0045-C/ERR012892	b'Pf3D7_08_v3'	367882	367196	368569	1373	hb3_dd2	dd2	hb3
7C20/PG0037-C/ERR015451	b'Pf3D7_08_v3'	376102	375557	376648	1091	hb3_dd2	dd2	hb3
C12/PG0058-C/ERR019063	b'Pf3D7_08_v3'	379076	378558	379594	1036	3d7_hb3	3d7	hb3
C04/PG0061-C/ERR019059	b'Pf3D7_08_v3'	382193	382042	382344	302	3d7_hb3	3d7	hb3
7C111/PG0038-C/ERR015457	b'Pf3D7_08_v3'	396531	395451	397611	2160	hb3_dd2	dd2	hb3
7C126/PG0047-C/ERR015452	b'Pf3D7_08_v3'	402698	401634	403762	2128	hb3_dd2	dd2	hb3
C14/PG0060-C/ERR019058	b'Pf3D7_08_v3'	410808	409825	411791	1966	3d7_hb3	hb3	3d7
LA10/PG0086-C/ERR029090	b'Pf3D7_08_v3'	498256	498029	498483	454	7g8_gb4	gb4	7g8
C03/PG0066-C/ERR019072	b'Pf3D7_08_v3'	507978	507802	508155	353	3d7_hb3	hb3	3d7
B4R3/PG0018-C/ERR019042	b'Pf3D7_08_v3'	507978	507802	508155	353	hb3_dd2	dd2	hb3
QF5/PG0078-C/ERR029092	b'Pf3D7_08_v3'	511298	510582	512015	1433	7g8_gb4	gb4	7g8
7C421/PG0043-C/ERR015459	b'Pf3D7_08_v3'	548923	548164	549682	1518	hb3_dd2	dd2	hb3
7C12/PG0035-Cx/ERR037704	b'Pf3D7_08_v3'	556021	554568	557474	2906	hb3_dd2	hb3	dd2
JF6/PG0079-C/ERR027102	b'Pf3D7_08_v3'	624377	620963	627791	6828	7g8_gb4	gb4	7g8
7C408/PG0031-C/ERR015458	b'Pf3D7_08_v3'	654357	654042	654673	631	hb3_dd2	dd2	hb3
1BB5/PG0023-C/ERR015449	b'Pf3D7_08_v3'	667757	667301	668213	912	hb3_dd2	hb3	dd2
7C183/PG0042-C/ERR015448	b'Pf3D7_08_v3'	676850	676219	677481	1262	hb3_dd2	hb3	dd2
7C3/PG0034-C/ERR019047	b'Pf3D7_08_v3'	731935	731172	732698	1526	hb3_dd2	hb3	dd2
C14/PG0060-C/ERR019058	b'Pf3D7_08_v3'	735605	734946	736264	1318	3d7_hb3	3d7	hb3
7C101/PG0074-C/ERR019048	b'Pf3D7_08_v3'	750626	750019	751233	1214	hb3_dd2	hb3	dd2
1BB5/PG0023-C/ERR015449	b'Pf3D7_08_v3'	750847	750019	751676	1657	hb3_dd2	dd2	hb3
WF12/PG0097-C/ERR027109	b'Pf3D7_08_v3'	756786	754862	758710	3848	7g8_gb4	gb4	7g8
B4R3/PG0018-C/ERR019042	b'Pf3D7_08_v3'	794081	793798	794364	566	hb3_dd2	hb3	dd2
7C46/PG0046-Cx/ERR107476	b'Pf3D7_08_v3'	808846	808453	809240	787	hb3_dd2	hb3	dd2
CH3_61/PG0033-Cx/ERR175544	b'Pf3D7_08_v3'	814437	813509	815366	1857	hb3_dd2	hb3	dd2
7C159/PG0040-Cx/ERR107475	b'Pf3D7_08_v3'	872191	870867	873516	2649	hb3_dd2	hb3	dd2
7C140/PG0039-C/ERR015454	b'Pf3D7_08_v3'	902770	902259	903281	1022	hb3_dd2	dd2	hb3
